dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,104.314779,230.795315,87.750000,65.000000,0.000000,0.000000,0.579341
0.020000,105.401021,231.509511,89.050000,65.000000,0.000000,0.000000,0.583881
0.020000,106.484063,232.228550,90.350000,65.000000,0.000000,0.000000,0.588273
0.020000,107.563991,232.952257,91.650000,65.000000,0.000000,0.000000,0.592515
0.020000,108.640893,233.680461,92.950000,65.000000,0.000000,0.000000,0.596610
0.020000,109.714859,234.412989,94.250000,65.000000,0.000000,0.000000,0.600558
0.020000,110.785977,235.149672,95.550000,65.000000,0.000000,0.000000,0.604359
0.020000,111.854342,235.890342,96.850000,65.000000,0.000000,0.000000,0.608013
0.020000,112.920050,236.634835,98.150000,65.000000,0.000000,0.000000,0.611521
0.020000,113.983191,237.382984,99.450000,65.000000,0.000000,0.000000,0.614884
0.020000,115.043866,238.134627,100.750000,65.000000,0.000000,0.000000,0.618103
0.020000,116.102171,238.889604,102.050000,65.000000,0.000000,0.000000,0.621177
0.020000,117.158205,239.647755,103.350000,65.000000,0.000000,0.000000,0.624107
0.020000,118.212066,240.408921,104.650000,65.000000,0.000000,0.000000,0.626894
0.020000,119.263856,241.172947,105.950000,65.000000,0.000000,0.000000,0.629539
0.020000,120.313677,241.939677,107.250000,65.000000,0.000000,0.000000,0.632041
0.020000,121.361632,242.708958,108.550000,65.000000,0.000000,0.000000,0.634402
0.020000,122.407820,243.480636,109.850000,65.000000,0.000000,0.000000,0.636621
0.020000,123.452349,244.254561,111.150000,65.000000,0.000000,0.000000,0.638700
0.020000,124.495321,245.030582,112.450000,65.000000,0.000000,0.000000,0.640639
0.020000,125.536842,245.808551,113.750000,65.000000,0.000000,0.000000,0.642437
0.020000,126.577015,246.588319,115.050000,65.000000,0.000000,0.000000,0.644096
0.020000,127.615948,247.369739,116.350000,65.000000,0.000000,0.000000,0.645616
0.020000,128.653747,248.152666,117.650000,65.000000,0.000000,0.000000,0.646997
0.020000,129.690517,248.936954,118.950000,65.000000,0.000000,0.000000,0.648240
0.020000,130.726366,249.722457,120.250000,65.000000,0.000000,0.000000,0.649345
0.020000,131.761402,250.509033,121.550000,65.000000,0.000000,0.000000,0.650311
0.020000,132.795731,251.296538,122.850000,65.000000,0.000000,0.000000,0.651140
0.020000,133.829461,252.084829,124.150000,65.000000,0.000000,0.000000,0.651831
0.020000,134.862700,252.873764,125.450000,65.000000,0.000000,0.000000,0.652386
0.020000,135.895555,253.663200,126.750000,65.000000,0.000000,0.000000,0.652802
0.020000,136.928136,254.452996,128.050000,65.000000,0.000000,0.000000,0.653082
0.020000,137.960550,255.243010,129.350000,65.000000,0.000000,0.000000,0.653225
0.020000,138.992905,256.033100,130.650000,65.000000,0.000000,0.000000,0.653231
0.020000,140.025310,256.823126,131.950000,65.000000,0.000000,0.000000,0.653099
0.020000,141.057872,257.612946,133.250000,65.000000,0.000000,0.000000,0.652831
0.020000,142.090701,258.402417,134.550000,65.000000,0.000000,0.000000,0.652426
